Place,Population,Per Capita Income,Poverty Count,Poverty Rate,County,State
"Wayne County, Utah",2689,22038,255,0.09,Wayne County,Utah
"Weber County, Utah",251498,27828,25351,0.1,Weber County,Utah
"Addison County, Vermont",36882,34741,2435,0.07,Addison County,Vermont
"Bennington County, Vermont",35746,33789,3742,0.1,Bennington County,Vermont
"Caledonia County, Vermont",30234,29769,3670,0.12,Caledonia County,Vermont
"Chittenden County, Vermont",162646,39062,18473,0.11,Chittenden County,Vermont
"Essex County, Vermont",6200,25376,828,0.13,Essex County,Vermont
"Franklin County, Vermont",49116,31195,4207,0.09,Franklin County,Vermont
"Grand Isle County, Vermont",7022,39770,524,0.07,Grand Isle County,Vermont
"Lamoille County, Vermont",25318,36747,3359,0.13,Lamoille County,Vermont
"Orange County, Vermont",28908,31697,2749,0.1,Orange County,Vermont
"Orleans County, Vermont",26901,27023,3412,0.13,Orleans County,Vermont
"Rutland County, Vermont",58892,31391,5710,0.1,Rutland County,Vermont
"Washington County, Vermont",58350,35236,5916,0.1,Washington County,Vermont
"Windham County, Vermont",42823,32535,5626,0.13,Windham County,Vermont
"Windsor County, Vermont",55275,36252,5001,0.09,Windsor County,Vermont
"Accomack County, Virginia",32673,26018,6141,0.19,Accomack County,Virginia
"Albemarle County, Virginia",107405,44799,9142,0.09,Albemarle County,Virginia
"Alleghany County, Virginia",15157,27338,2925,0.19,Alleghany County,Virginia
"Amelia County, Virginia",12953,31688,1375,0.11,Amelia County,Virginia
"Amherst County, Virginia",31775,26712,4327,0.14,Amherst County,Virginia
"Appomattox County, Virginia",15707,28586,2062,0.13,Appomattox County,Virginia
"Arlington County, Virginia",233464,71841,15625,0.07,Arlington County,Virginia
"Augusta County, Virginia",75079,30272,6128,0.08,Augusta County,Virginia
"Bath County, Virginia",4307,27527,460,0.11,Bath County,Virginia
"Bedford County, Virginia",78376,33678,6917,0.09,Bedford County,Virginia
"Bland County, Virginia",6388,22522,564,0.09,Bland County,Virginia
"Botetourt County, Virginia",33343,35893,2126,0.06,Botetourt County,Virginia
"Brunswick County, Virginia",16520,21732,2883,0.17,Brunswick County,Virginia
"Buchanan County, Virginia",21788,19496,5905,0.27,Buchanan County,Virginia
"Buckingham County, Virginia",17059,20605,2340,0.14,Buckingham County,Virginia
"Campbell County, Virginia",55225,27739,5983,0.11,Campbell County,Virginia
"Caroline County, Virginia",30381,31568,2466,0.08,Caroline County,Virginia
"Carroll County, Virginia",29801,25449,4315,0.14,Carroll County,Virginia
"Charles City County, Virginia",7014,35304,919,0.13,Charles City County,Virginia
"Charlotte County, Virginia",12040,22018,2798,0.23,Charlotte County,Virginia
"Chesterfield County, Virginia",343551,37658,23060,0.07,Chesterfield County,Virginia
"Clarke County, Virginia",14423,41332,1080,0.07,Clarke County,Virginia
"Craig County, Virginia",5110,30103,451,0.09,Craig County,Virginia
"Culpeper County, Virginia",51101,32028,3843,0.08,Culpeper County,Virginia
"Cumberland County, Virginia",9824,25138,1738,0.18,Cumberland County,Virginia
"Dickenson County, Virginia",14756,24978,3665,0.25,Dickenson County,Virginia
"Dinwiddie County, Virginia",28485,28922,3371,0.12,Dinwiddie County,Virginia
"Essex County, Virginia",10998,26847,1835,0.17,Essex County,Virginia
"Fairfax County, Virginia",1145862,56231,69450,0.06,Fairfax County,Virginia
"Fauquier County, Virginia",69728,45408,4030,0.06,Fauquier County,Virginia
"Floyd County, Virginia",15704,26882,1613,0.1,Floyd County,Virginia
"Fluvanna County, Virginia",26594,39633,1370,0.05,Fluvanna County,Virginia
"Franklin County, Virginia",56187,30487,7869,0.14,Franklin County,Virginia
"Frederick County, Virginia",86415,35123,5229,0.06,Frederick County,Virginia
"Giles County, Virginia",16772,27137,1683,0.1,Giles County,Virginia
"Gloucester County, Virginia",37222,33692,3251,0.09,Gloucester County,Virginia
"Goochland County, Virginia",22865,51720,1133,0.05,Goochland County,Virginia
"Grayson County, Virginia",15742,21663,3076,0.2,Grayson County,Virginia
"Greene County, Virginia",19519,32508,1231,0.06,Greene County,Virginia
"Greensville County, Virginia",11525,19550,1259,0.11,Greensville County,Virginia
"Halifax County, Virginia",34552,23909,4690,0.14,Halifax County,Virginia
"Hanover County, Virginia",105537,41200,5487,0.05,Hanover County,Virginia
"Henrico County, Virginia",327535,39516,29673,0.09,Henrico County,Virginia
"Henry County, Virginia",51308,22372,9149,0.18,Henry County,Virginia
"Highland County, Virginia",2204,31485,220,0.1,Highland County,Virginia
"Isle of Wight County, Virginia",36627,37126,3818,0.1,Isle of Wight County,Virginia
"James City County, Virginia",74916,44495,5366,0.07,James City County,Virginia
"King and Queen County, Virginia",7042,31174,874,0.12,King and Queen County,Virginia
"King George County, Virginia",26229,38739,1329,0.05,King George County,Virginia
"King William County, Virginia",16688,30704,1400,0.08,King William County,Virginia
"Lancaster County, Virginia",10724,40062,1035,0.1,Lancaster County,Virginia
"Lee County, Virginia",23948,19720,5694,0.24,Lee County,Virginia
"Loudoun County, Virginia",395134,55744,13342,0.03,Loudoun County,Virginia
"Louisa County, Virginia",36040,34041,4209,0.12,Louisa County,Virginia
"Lunenburg County, Virginia",12282,19848,1856,0.15,Lunenburg County,Virginia
"Madison County, Virginia",13170,30777,852,0.06,Madison County,Virginia
"Mathews County, Virginia",8788,35731,990,0.11,Mathews County,Virginia
"Mecklenburg County, Virginia",30728,25056,5627,0.18,Mecklenburg County,Virginia
"Middlesex County, Virginia",10675,31502,1036,0.1,Middlesex County,Virginia
"Montgomery County, Virginia",98140,30054,20897,0.21,Montgomery County,Virginia
"Nelson County, Virginia",14831,35489,1909,0.13,Nelson County,Virginia
"New Kent County, Virginia",21686,38080,1457,0.07,New Kent County,Virginia
"Northampton County, Virginia",11885,28518,2079,0.17,Northampton County,Virginia
"Northumberland County, Virginia",12190,36261,1776,0.15,Northumberland County,Virginia
"Nottoway County, Virginia",15433,24571,2519,0.16,Nottoway County,Virginia
"Orange County, Virginia",36010,32292,2873,0.08,Orange County,Virginia
"Page County, Virginia",23788,25170,3553,0.15,Page County,Virginia
"Patrick County, Virginia",17748,24292,2467,0.14,Patrick County,Virginia
"Pittsylvania County, Virginia",61256,26032,9656,0.16,Pittsylvania County,Virginia
"Powhatan County, Virginia",28815,37424,1405,0.05,Powhatan County,Virginia
"Prince Edward County, Virginia",22905,21017,3248,0.14,Prince Edward County,Virginia
"Prince George County, Virginia",38114,29420,2765,0.07,Prince George County,Virginia
"Prince William County, Virginia",461423,40932,30294,0.07,Prince William County,Virginia
"Pulaski County, Virginia",34182,28125,4862,0.14,Pulaski County,Virginia
"Rappahannock County, Virginia",7378,41792,642,0.09,Rappahannock County,Virginia
"Richmond County, Virginia",8884,22853,1254,0.14,Richmond County,Virginia
"Roanoke County, Virginia",93823,36469,6335,0.07,Roanoke County,Virginia
"Rockbridge County, Virginia",22570,31539,3167,0.14,Rockbridge County,Virginia
"Rockingham County, Virginia",80284,31275,6895,0.09,Rockingham County,Virginia
"Russell County, Virginia",27141,21605,5677,0.21,Russell County,Virginia
"Scott County, Virginia",21902,22898,3254,0.15,Scott County,Virginia
"Shenandoah County, Virginia",43224,28882,4919,0.11,Shenandoah County,Virginia
"Smyth County, Virginia",30767,21605,5654,0.18,Smyth County,Virginia
"Southampton County, Virginia",17880,26600,1473,0.08,Southampton County,Virginia
"Spotsylvania County, Virginia",132833,37212,9198,0.07,Spotsylvania County,Virginia
"Stafford County, Virginia",146773,42126,6315,0.04,Stafford County,Virginia
"Surry County, Virginia",6523,30260,1033,0.16,Surry County,Virginia
"Sussex County, Virginia",11377,21652,1187,0.1,Sussex County,Virginia
"Tazewell County, Virginia",41603,23738,7004,0.17,Tazewell County,Virginia
"Warren County, Virginia",39492,32086,3835,0.1,Warren County,Virginia
"Washington County, Virginia",54071,27524,7598,0.14,Washington County,Virginia
"Westmoreland County, Virginia",17751,32996,2636,0.15,Westmoreland County,Virginia
"Wise County, Virginia",38486,21500,7796,0.2,Wise County,Virginia
"Wythe County, Virginia",28844,27381,4230,0.15,Wythe County,Virginia
"York County, Virginia",67982,41201,3273,0.05,York County,Virginia
"Alexandria city, Virginia",157613,62679,16108,0.1,Alexandria city,Virginia
"Bristol city, Virginia",16912,23015,3753,0.22,Bristol city,Virginia
"Buena Vista city, Virginia",6484,21419,1519,0.23,Buena Vista city,Virginia
"Charlottesville city, Virginia",47096,38328,10645,0.23,Charlottesville city,Virginia
"Chesapeake city, Virginia",239982,35536,20024,0.08,Chesapeake city,Virginia
"Colonial Heights city, Virginia",17428,28364,2083,0.12,Colonial Heights city,Virginia
"Covington city, Virginia",5598,25309,722,0.13,Covington city,Virginia
"Danville city, Virginia",41070,22826,8813,0.21,Danville city,Virginia
"Emporia city, Virginia",5442,18494,1408,0.26,Emporia city,Virginia
"Fairfax city, Virginia",23531,50029,2113,0.09,Fairfax city,Virginia
"Falls Church city, Virginia",14128,72325,445,0.03,Falls Church city,Virginia
"Franklin city, Virginia",8147,24025,1178,0.14,Franklin city,Virginia
"Fredericksburg city, Virginia",28622,35731,4052,0.14,Fredericksburg city,Virginia
"Galax city, Virginia",6517,23025,1490,0.23,Galax city,Virginia
"Hampton city, Virginia",135041,30135,19751,0.15,Hampton city,Virginia
"Harrisonburg city, Virginia",53273,23202,13025,0.24,Harrisonburg city,Virginia
"Hopewell city, Virginia",22456,21927,5253,0.23,Hopewell city,Virginia
"Lexington city, Virginia",7241,19047,1191,0.16,Lexington city,Virginia
"Lynchburg city, Virginia",80569,23863,13676,0.17,Lynchburg city,Virginia
"Manassas city, Virginia",41174,33082,3270,0.08,Manassas city,Virginia
"Manassas Park city, Virginia",16986,34326,1073,0.06,Manassas Park city,Virginia
"Martinsville city, Virginia",12852,22836,2962,0.23,Martinsville city,Virginia
"Newport News city, Virginia",179673,28294,26138,0.15,Newport News city,Virginia
"Norfolk city, Virginia",244601,29830,41016,0.17,Norfolk city,Virginia
"Norton city, Virginia",3970,21741,1102,0.28,Norton city,Virginia
"Petersburg city, Virginia",31362,23611,7406,0.24,Petersburg city,Virginia
"Poquoson city, Virginia",12090,40258,679,0.06,Poquoson city,Virginia
"Portsmouth city, Virginia",95097,26312,15312,0.16,Portsmouth city,Virginia
"Radford city, Virginia",17691,21797,5349,0.3,Radford city,Virginia
"Richmond city, Virginia",226622,33549,50200,0.22,Richmond city,Virginia
"Roanoke city, Virginia",99229,27006,20240,0.2,Roanoke city,Virginia
"Salem city, Virginia",25317,31924,2058,0.08,Salem city,Virginia
"Staunton city, Virginia",24432,30166,2565,0.1,Staunton city,Virginia
"Suffolk city, Virginia",90093,34940,9267,0.1,Suffolk city,Virginia
"Virginia Beach city, Virginia",450201,37776,32183,0.07,Virginia Beach city,Virginia
"Waynesboro city, Virginia",22140,27033,3659,0.17,Waynesboro city,Virginia
"Williamsburg city, Virginia",14927,29758,2188,0.15,Williamsburg city,Virginia
"Winchester city, Virginia",27897,30859,4355,0.16,Winchester city,Virginia
"Adams County, Washington",19594,20248,4951,0.25,Adams County,Washington
"Asotin County, Washington",22421,29695,2795,0.12,Asotin County,Washington
"Benton County, Washington",197518,32882,23336,0.12,Benton County,Washington
"Chelan County, Washington",76229,30870,8811,0.12,Chelan County,Washington
"Clallam County, Washington",75392,30283,10768,0.14,Clallam County,Washington
"Clark County, Washington",473252,35860,43384,0.09,Clark County,Washington
"Columbia County, Washington",3992,36551,446,0.11,Columbia County,Washington
"Cowlitz County, Washington",106778,28876,15131,0.14,Cowlitz County,Washington
"Douglas County, Washington",42023,30544,4849,0.12,Douglas County,Washington
"Ferry County, Washington",7578,25857,1292,0.17,Ferry County,Washington
"Franklin County, Washington",92009,24380,13558,0.15,Franklin County,Washington
"Garfield County, Washington",2230,26742,227,0.1,Garfield County,Washington
"Grant County, Washington",95502,24280,14023,0.15,Grant County,Washington
"Grays Harbor County, Washington",72779,27210,10037,0.14,Grays Harbor County,Washington
"Island County, Washington",82866,37087,6291,0.08,Island County,Washington
"Jefferson County, Washington",31285,36598,3945,0.13,Jefferson County,Washington
"King County, Washington",2195502,52462,193603,0.09,King County,Washington
"Kitsap County, Washington",265882,37493,22404,0.08,Kitsap County,Washington
"Kittitas County, Washington",45897,29161,7808,0.17,Kittitas County,Washington
"Klickitat County, Washington",21721,29521,3371,0.16,Klickitat County,Washington
"Lewis County, Washington",78145,27127,10069,0.13,Lewis County,Washington
"Lincoln County, Washington",10574,28891,1307,0.12,Lincoln County,Washington
"Mason County, Washington",63804,28862,8731,0.14,Mason County,Washington
"Okanogan County, Washington",41842,24876,8042,0.19,Okanogan County,Washington
"Pacific County, Washington",21688,26109,3421,0.16,Pacific County,Washington
"Pend Oreille County, Washington",13377,28046,1673,0.13,Pend Oreille County,Washington
"Pierce County, Washington",877013,34618,89714,0.1,Pierce County,Washington
"San Juan County, Washington",16788,45777,1691,0.1,San Juan County,Washington
"Skagit County, Washington",125612,33168,14815,0.12,Skagit County,Washington
"Skamania County, Washington",11753,32221,1492,0.13,Skamania County,Washington
"Snohomish County, Washington",798808,39527,59039,0.07,Snohomish County,Washington
"Spokane County, Washington",505505,31146,67236,0.13,Spokane County,Washington
"Stevens County, Washington",44655,26896,6280,0.14,Stevens County,Washington
"Thurston County, Washington",279711,35169,28660,0.1,Thurston County,Washington
"Wahkiakum County, Washington",4268,31110,309,0.07,Wahkiakum County,Washington
"Walla Walla County, Washington",60365,29035,7329,0.12,Walla Walla County,Washington
"Whatcom County, Washington",220821,32267,30432,0.14,Whatcom County,Washington
"Whitman County, Washington",49231,23560,11219,0.23,Whitman County,Washington
"Yakima County, Washington",249697,23459,42755,0.17,Yakima County,Washington
"Barbour County, West Virginia",16633,22899,3313,0.2,Barbour County,West Virginia
"Berkeley County, West Virginia",115329,29994,13898,0.12,Berkeley County,West Virginia
"Boone County, West Virginia",22368,21751,5123,0.23,Boone County,West Virginia
"Braxton County, West Virginia",14190,22269,3035,0.21,Braxton County,West Virginia
"Brooke County, West Virginia",22459,26678,2819,0.13,Brooke County,West Virginia
"Cabell County, West Virginia",94339,25271,20153,0.21,Cabell County,West Virginia
"Calhoun County, West Virginia",7295,20447,1567,0.21,Calhoun County,West Virginia
"Clay County, West Virginia",8709,17239,2353,0.27,Clay County,West Virginia
"Doddridge County, West Virginia",8560,24053,1217,0.14,Doddridge County,West Virginia
"Fayette County, West Virginia",43576,21914,8619,0.2,Fayette County,West Virginia
"Gilmer County, West Virginia",8041,18067,1069,0.13,Gilmer County,West Virginia
"Grant County, West Virginia",11616,23351,1249,0.11,Grant County,West Virginia
"Greenbrier County, West Virginia",35155,24581,5530,0.16,Greenbrier County,West Virginia
"Hampshire County, West Virginia",23309,24259,4044,0.17,Hampshire County,West Virginia
"Hancock County, West Virginia",29383,26435,4045,0.14,Hancock County,West Virginia
"Hardy County, West Virginia",13805,27004,1879,0.14,Hardy County,West Virginia
"Harrison County, West Virginia",67908,28879,10186,0.15,Harrison County,West Virginia
"Jackson County, West Virginia",28907,25341,5061,0.18,Jackson County,West Virginia
"Jefferson County, West Virginia",56506,36305,5336,0.09,Jefferson County,West Virginia
"Kanawha County, West Virginia",183279,29253,30967,0.17,Kanawha County,West Virginia
"Lewis County, West Virginia",16166,23820,3370,0.21,Lewis County,West Virginia
"Lincoln County, West Virginia",20850,21456,4739,0.23,Lincoln County,West Virginia
"Logan County, West Virginia",33154,21936,8268,0.25,Logan County,West Virginia
"McDowell County, West Virginia",18661,15047,5704,0.31,McDowell County,West Virginia
"Marion County, West Virginia",56355,26380,9003,0.16,Marion County,West Virginia
"Marshall County, West Virginia",31308,26472,4457,0.14,Marshall County,West Virginia
"Mason County, West Virginia",26820,24844,4137,0.15,Mason County,West Virginia
"Mercer County, West Virginia",59919,22212,11590,0.19,Mercer County,West Virginia
"Mineral County, West Virginia",27167,25490,3628,0.13,Mineral County,West Virginia
"Mingo County, West Virginia",24290,20060,6933,0.29,Mingo County,West Virginia
"Monongalia County, West Virginia",105474,32154,20653,0.2,Monongalia County,West Virginia
"Monroe County, West Virginia",13401,23923,2020,0.15,Monroe County,West Virginia
"Morgan County, West Virginia",17709,28127,1386,0.08,Morgan County,West Virginia
"Nicholas County, West Virginia",25078,22335,4562,0.18,Nicholas County,West Virginia
